bin,Sample,Museum,Species,Sex,Age,Year,Country,Region,Oral.health,GenomeBin,Specific lineage dataset,%Complete (specific),%Complete and single-copy (specific),%Complete and duplicated (specific),%Fragmented (specific),%Missing (specific),Total number (specific),Assembly,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# N's per 100 kbp,# predicted rRNA genes,DepthSum,bin_type,bin_path,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,classification,closest_genome_reference,closest_genome_reference_radius,closest_genome_taxonomy,closest_genome_ani,closest_genome_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,other_related_references(genome_id;species_name;radius;ANI;AF),msa_percent,translation_table,red_value,warnings
MEGAHIT-MetaBAT2Refined-MV_066.8.fa.gz,MV_066,NHM Vienna,Meles meles,male,,1988,Austria,,,MEGAHIT-MetaBAT2Refined-MV_066.8.fa.gz,bacteria_odb10,87.1,86.3,0.8,4.8,8.1,124,MEGAHIT-MetaBAT2Refined-MV_066.8.fa.gz,496,496,164,33,2,0,2346535,2346535,1387460,488601,54542,0,496,27911,2346535,49.1,5790,3602,125,251,0.0,0 + 1 part,14,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_066.8.fa.gz,o__Clostridiales (UID1120),304,250,143,21,226,3,0,0,0,91.16,1.57,33.33,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Fil.fa.gzctoraceae;g__JAUMYL01;s__,,,,,,GCA_030528675.1,95.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Fil.fa.gzctoraceae;g__JAUMYL01;s__JAUMYL01 sp030528675,92.53,0.692,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Fil.fa.gzctoraceae;g__JAUMYL01;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,86.22,11.0,0.98851,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-DM_027.004.fa.gz,DM_027,Adametz collection,Equus caballus,,,<1940,,,,MEGAHIT-MaxBin2Refined-DM_027.004.fa.gz,bacteria_odb10,92.7,91.9,0.8,3.2,4.1,124,MEGAHIT-MaxBin2Refined-DM_027.004.fa.gz,297,297,180,99,16,0,2726721,2726721,2395762,1799715,506268,0,297,42804,2726721,71.02,14232,8020,63,127,0.0,0 + 0 part,39,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-DM_027.004.fa.gz,o__Actinomycetales (UID1530),622,258,152,16,239,3,0,0,0,92.41,0.99,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__,,,,,,GCF_000426605.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium acid.fa.gzciens,93.89,0.791,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_900289195.1; s__Propionibacterium ruminifibrarum; 95.0; 85.52; 0.388; GCF_003666605.1; s__Propionibacterium australiense; 95.0; 85.48; 0.401,88.62,11.0,0.99239,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-DM_027.9.fa.gz,DM_027,Adametz collection,Equus caballus,,,<1940,,,,MEGAHIT-MetaBAT2Refined-DM_027.9.fa.gz,bacteria_odb10,91.1,91.1,0.0,3.2,5.7,124,MEGAHIT-MetaBAT2Refined-DM_027.9.fa.gz,98,98,81,64,19,2,1686467,1686467,1630674,1506616,743086,135238,98,74922,1686467,59.16,22353,14966,24,46,0.0,0 + 0 part,48,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-DM_027.9.fa.gz,f__Bifidobacteriaceae (UID1458),77,455,214,11,442,2,0,0,0,98.08,0.7,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__,,,,,,GCF_001042675.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia denticolens,93.85,0.869,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,93.15,11.0,0.99782,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-RM_112.008_sub.fa.gz,RM_112,RMCA,Equus burchellii,male,M1,1966,Rwanda,,,MEGAHIT-MaxBin2Refined-RM_112.008_sub.fa.gz,bacteria_odb10,91.9,91.9,0.0,4.0,4.1,124,MEGAHIT-MaxBin2Refined-RM_112.008_sub.fa.gz,142,142,92,73,42,11,2658392,2658392,2538721,2390179,1876572,825037,142,124545,2658392,59.01,35566,20067,24,48,0.0,0 + 0 part,19,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_112.008_sub.fa.gz,o__Actinomycetales (UID1530),622,257,151,8,247,2,0,0,0,96.95,0.99,50.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,93.35,11.0,0.94509,
MEGAHIT-MetaBAT2Refined-RM_112.5.fa.gz,RM_112,RMCA,Equus burchellii,male,M1,1966,Rwanda,,,MEGAHIT-MetaBAT2Refined-RM_112.5.fa.gz,bacteria_odb10,70.2,70.2,0.0,9.7,20.1,124,MEGAHIT-MetaBAT2Refined-RM_112.5.fa.gz,178,178,114,48,7,0,1523437,1523437,1329895,857650,232734,0,178,41839,1523437,45.96,11950,7098,40,83,0.0,0 + 0 part,18,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_112.5.fa.gz,o__Lactobacillales (UID355),490,333,183,51,277,5,0,0,0,90.72,1.19,60.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,78.57,11.0,0.86545,
MEGAHIT-MetaBAT2Refined-RM_112.6.fa.gz,RM_112,RMCA,Equus burchellii,male,M1,1966,Rwanda,,,MEGAHIT-MetaBAT2Refined-RM_112.6.fa.gz,bacteria_odb10,91.9,91.9,0.0,4.0,4.1,124,MEGAHIT-MetaBAT2Refined-RM_112.6.fa.gz,204,204,165,125,45,5,3428693,3428693,3306138,3013814,1675795,306828,204,82078,3428693,63.17,24657,15070,47,91,0.0,0 + 0 part,26,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_112.6.fa.gz,p__Proteobacteria (UID3887),1487,259,162,16,238,5,0,0,0,95.63,2.37,40.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__,,,,,,GCA_030523825.1,95.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__Lautropia sp030523825,87.24,0.431,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,93.29,11.0,0.99189,
MEGAHIT-MaxBin2Refined-MV_210.007.fa.gz,MV_210,NHM Vienna,Sus scrofa,male,immature,2017,Austria,Lower Austria,,MEGAHIT-MaxBin2Refined-MV_210.007.fa.gz,bacteria_odb10,83.1,81.5,1.6,12.9,4.0,124,MEGAHIT-MaxBin2Refined-MV_210.007.fa.gz,515,515,140,29,1,0,2167446,2167446,1186924,399361,31196,0,515,31196,2167446,63.45,5582,3365,121,246,0.0,1 + 0 part,10,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_210.007.fa.gz,o__Actinomycetales (UID1572),580,286,171,23,250,13,0,0,0,90.55,3.09,38.46,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,85.34,11.0,0.97401,
MEGAHIT-MaxBin2Refined-DM_022.006.fa.gz,DM_022,Adametz collection,Sus scrofa domesticus,female,,<1940,UK?,Yorkshire?,,MEGAHIT-MaxBin2Refined-DM_022.006.fa.gz,bacteria_odb10,17.7,17.7,0.0,12.1,70.2,124,MEGAHIT-MaxBin2Refined-DM_022.006.fa.gz,222,222,86,42,16,3,1718302,1718302,1399596,1082668,680788,179909,222,70828,1718302,57.81,18197,6584,24,67,0.0,2 + 1 part,43,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-DM_022.006.fa.gz,p__Euryarchaeota (UID3),148,187,124,7,180,0,0,0,0,95.56,0.0,0.0,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__,,,,,,GCA_002503545.1,95.0,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp002503545,89.26,0.726,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__,taxonomic classification defined by topology and ANI,,GCF_000300255.2; s__Methanomethylophilus alvus; 95.0; 83.91; 0.274,94.23,11.0,0.9866,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-DM_022.12.fa.gz,DM_022,Adametz collection,Sus scrofa domesticus,female,,<1940,UK?,Yorkshire?,,MEGAHIT-MetaBAT2Refined-DM_022.12.fa.gz,bacteria_odb10,74.2,72.6,1.6,4.8,21.0,124,MEGAHIT-MetaBAT2Refined-DM_022.12.fa.gz,189,189,138,71,9,1,1900160,1900160,1728312,1254977,302928,57873,189,57873,1900160,50.89,14338,8093,45,90,0.0,0 + 0 part,14,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-DM_022.12.fa.gz,f__Porphyromonadaceae (UID2622),35,475,318,43,422,10,0,0,0,95.08,1.3,20.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas loveana,GCF_003096695.1,95.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas loveana,99.37,0.961,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MetaBAT2Refined-DM_022.14.fa.gz,DM_022,Adametz collection,Sus scrofa domesticus,female,,<1940,UK?,Yorkshire?,,MEGAHIT-MetaBAT2Refined-DM_022.14.fa.gz,bacteria_odb10,89.5,88.7,0.8,4.0,6.5,124,MEGAHIT-MetaBAT2Refined-DM_022.14.fa.gz,698,698,181,28,0,0,2883160,2883160,1408616,373386,0,0,698,22135,2883160,36.45,4911,3078,188,373,0.0,0 + 0 part,34,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-DM_022.14.fa.gz,p__Bacteroidetes (UID2605),350,316,210,22,283,10,1,0,0,92.52,2.96,7.69,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__,,,,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,84.53,11.0,0.97766,
MEGAHIT-MetaBAT2Refined-DM_022.18_sub.fa.gz,DM_022,Adametz collection,Sus scrofa domesticus,female,,<1940,UK?,Yorkshire?,,MEGAHIT-MetaBAT2Refined-DM_022.18_sub.fa.gz,bacteria_odb10,88.7,88.7,0.0,4.8,6.5,124,MEGAHIT-MetaBAT2Refined-DM_022.18_sub.fa.gz,140,140,120,81,31,6,2421706,2421706,2359913,2073159,1216265,382383,140,81892,2421706,61.37,25619,16038,31,62,0.0,0 + 0 part,37,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-DM_022.18_sub.fa.gz,c__Deltaproteobacteria (UID3217),62,280,168,11,264,5,0,0,0,97.52,2.68,0.0,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__,,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,89.18,11.0,0.96172,
MEGAHIT-MetaBAT2Refined-DM_022.25.fa.gz,DM_022,Adametz collection,Sus scrofa domesticus,female,,<1940,UK?,Yorkshire?,,MEGAHIT-MetaBAT2Refined-DM_022.25.fa.gz,bacteria_odb10,83.1,83.1,0.0,4.8,12.1,124,MEGAHIT-MetaBAT2Refined-DM_022.25.fa.gz,378,378,213,80,2,0,2587553,2587553,2103847,1137485,56813,0,378,28418,2587553,45.34,9001,5912,97,183,0.0,1 + 0 part,31,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-DM_022.25.fa.gz,k__Bacteria (UID2570),433,273,183,16,253,4,0,0,0,94.26,1.13,50.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__JAAYFB01;s__,,,,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__JAAYFB01;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,87.75,11.0,0.96007,
MEGAHIT-MetaBAT2Refined-DM_022.2.fa.gz,DM_022,Adametz collection,Sus scrofa domesticus,female,,<1940,UK?,Yorkshire?,,MEGAHIT-MetaBAT2Refined-DM_022.2.fa.gz,bacteria_odb10,85.5,83.9,1.6,8.1,6.4,124,MEGAHIT-MetaBAT2Refined-DM_022.2.fa.gz,211,211,144,96,34,9,2986409,2986409,2778531,2427708,1399842,566201,211,94628,2986409,67.04,24470,12232,38,80,0.0,1 + 0 part,57,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-DM_022.2.fa.gz,o__Actinomycetales (UID1697),387,327,191,20,293,14,0,0,0,94.1,3.58,21.43,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,84.15,11.0,0.96269,
MEGAHIT-MetaBAT2Refined-DM_022.32.fa.gz,DM_022,Adametz collection,Sus scrofa domesticus,female,,<1940,UK?,Yorkshire?,,MEGAHIT-MetaBAT2Refined-DM_022.32.fa.gz,bacteria_odb10,95.2,95.2,0.0,2.4,2.4,124,MEGAHIT-MetaBAT2Refined-DM_022.32.fa.gz,188,188,138,79,21,1,2220297,2220297,2047849,1617977,722604,52495,188,52495,2220297,47.54,17426,9591,40,84,0.0,0 + 0 part,18,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-DM_022.32.fa.gz,o__Clostridiales (UID1226),155,277,157,8,265,4,0,0,0,95.84,1.91,75.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAKAHY01;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAKAHY01;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,89.47,11.0,0.92858,
MEGAHIT-MaxBin2Refined-MV_065.001.fa.gz,MV_065,NHM Vienna,Meles meles,male,,1988,Austria,,,MEGAHIT-MaxBin2Refined-MV_065.001.fa.gz,bacteria_odb10,89.5,89.5,0.0,5.6,4.9,124,MEGAHIT-MaxBin2Refined-MV_065.001.fa.gz,301,301,164,81,22,0,2610145,2610145,2251158,1645937,716798,0,301,48643,2610145,61.1,14499,7708,53,118,0.0,1 + 0 part,77,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_065.001.fa.gz,o__Burkholderiales (UID4000),193,427,214,14,401,12,0,0,0,96.39,2.29,16.67,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Brachymonas;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Brachymonas;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCA_030529505.1; s__Brachymonas sp030529505; 95.0; 87.82; 0.44; GCA_030529305.1; s__Brachymonas sp030529305; 95.0; 86.96; 0.371,90.92,11.0,0.98962,
MEGAHIT-MaxBin2Refined-MV_065.004.fa.gz,MV_065,NHM Vienna,Meles meles,male,,1988,Austria,,,MEGAHIT-MaxBin2Refined-MV_065.004.fa.gz,bacteria_odb10,87.1,85.5,1.6,8.1,4.8,124,MEGAHIT-MaxBin2Refined-MV_065.004.fa.gz,456,456,218,80,2,1,2832274,2832274,2198750,1198710,105431,75117,456,75117,2832274,60.31,9118,5346,103,204,0.0,0 + 0 part,38,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_065.004.fa.gz,o__Actinomycetales (UID1809),267,400,222,12,373,15,0,0,0,97.15,3.71,33.33,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,,,,,,GCF_030532715.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp030532715,82.25,0.166,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_030408595.1; s__Corynebacterium canis; 95.0; 83.19; 0.222,84.93,11.0,0.98898,
MEGAHIT-MetaBAT2Refined-MV_065.10.fa.gz,MV_065,NHM Vienna,Meles meles,male,,1988,Austria,,,MEGAHIT-MetaBAT2Refined-MV_065.10.fa.gz,bacteria_odb10,89.5,89.5,0.0,4.8,5.7,124,MEGAHIT-MetaBAT2Refined-MV_065.10.fa.gz,321,321,135,31,0,0,1692024,1692024,1169703,426221,0,0,321,20611,1692024,38.31,7124,4097,81,158,0.0,0 + 0 part,37,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_065.10.fa.gz,o__Lactobacillales (UID355),490,333,183,22,302,9,0,0,0,94.34,2.39,33.33,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,89.33,11.0,0.87399,
MEGAHIT-MetaBAT2Refined-MV_065.6.fa.gz,MV_065,NHM Vienna,Meles meles,male,,1988,Austria,,,MEGAHIT-MetaBAT2Refined-MV_065.6.fa.gz,bacteria_odb10,91.1,91.1,0.0,4.8,4.1,124,MEGAHIT-MetaBAT2Refined-MV_065.6.fa.gz,320,320,184,95,7,0,2543154,2543154,2134260,1492392,225051,0,320,47254,2543154,40.45,11377,6657,75,146,0.0,1 + 0 part,25,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_065.6.fa.gz,c__Bacilli (UID259),750,275,151,14,251,10,0,0,0,92.36,4.05,40.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Metalysinibacillus;s__,,,,,,GCA_000935965.1,95.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Metalysinibacillus;s__Metalysinibacillus saudimassiliensis,94.83,0.847,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Metalysinibacillus;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_003057615.1; s__Metalysinibacillus jejuensis; 95.0; 88.04; 0.455,88.82,11.0,0.99551,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-RM_046.001.fa.gz,RM_046,RMCA,Cephalophus silvicultor,?,M3,1911 (received),Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_046.001.fa.gz,bacteria_odb10,92.7,90.3,2.4,5.6,1.7,124,MEGAHIT-MaxBin2Refined-RM_046.001.fa.gz,381,381,200,117,27,3,3434451,3434451,3012763,2413610,999937,159210,381,57005,3434451,63.2,16452,8638,64,135,0.0,3 + 1 part,55,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_046.001.fa.gz,o__Actinomycetales (UID1697),387,327,191,9,301,17,0,0,0,96.38,4.98,41.18,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,88.4,11.0,0.96314,
MEGAHIT-MaxBin2Refined-MV_110.002.fa.gz,MV_110,NHM Vienna,Capreolus capreolus,female,,2000,Austria,,,MEGAHIT-MaxBin2Refined-MV_110.002.fa.gz,bacteria_odb10,96.8,96.8,0.0,0.8,2.4,124,MEGAHIT-MaxBin2Refined-MV_110.002.fa.gz,357,357,181,80,7,0,2445467,2445467,1983864,1271241,217865,0,357,45858,2445467,41.63,10289,5911,76,154,0.0,0 + 2 part,109,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_110.002.fa.gz,o__Lactobacillales (UID544),293,475,267,8,462,5,0,0,0,98.55,1.14,0.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus chenjunshii,GCF_003086355.1,95.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus chenjunshii,98.08,0.803,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MaxBin2Refined-MV_110.003.fa.gz,MV_110,NHM Vienna,Capreolus capreolus,female,,2000,Austria,,,MEGAHIT-MaxBin2Refined-MV_110.003.fa.gz,bacteria_odb10,99.2,94.4,4.8,0.8,0.0,124,MEGAHIT-MaxBin2Refined-MV_110.003.fa.gz,202,202,121,83,30,5,2545526,2545526,2351981,2076142,1181559,324424,202,92904,2545526,42.03,23750,13024,34,69,0.0,3 + 2 part,41,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_110.003.fa.gz,o__Lactobacillales (UID544),293,475,267,3,450,22,0,0,0,99.41,3.64,22.73,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,,,,,,,,,,,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,91.66,11.0,0.98833,
MEGAHIT-MetaBAT2Refined-MV_110.6.fa.gz,MV_110,NHM Vienna,Capreolus capreolus,female,,2000,Austria,,,MEGAHIT-MetaBAT2Refined-MV_110.6.fa.gz,bacteria_odb10,96.8,96.8,0.0,0.8,2.4,124,MEGAHIT-MetaBAT2Refined-MV_110.6.fa.gz,106,106,88,70,35,8,2313548,2313548,2248710,2114895,1561194,601466,106,126892,2313548,47.14,35074,17948,22,44,0.0,1 + 0 part,142,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_110.6.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,41,722,4,0,0,0,95.03,0.36,0.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,95.27,11.0,0.96282,
